chr,tissue,tissueName,segmentID,start,end,isInClique,fantomExpression,fantomDistance,fantomCount,GTExExpression,GTExDistance,GTExCount,RNAPolCount
chrX,AD2,Adrenal gland,89,3450698,3455091,False,0.0,65373,1,0.0,77026,1,0
chrX,AD2,Adrenal gland,91,3458398,3465955,True,0.0,54509,1,0.0,66162,1,0
chrX,AD2,Adrenal gland,93,3479391,3489029,False,0.0,31435,1,0.0,43088,1,0
chrX,AD2,Adrenal gland,97,3513811,3521376,False,0.0,0,1,0.0,10741,1,0
chrX,AD2,Adrenal gland,98,3521377,3525577,False,0.0,872,1,0.0,6540,1,0
chrX,AD2,Adrenal gland,99,3525578,3530037,False,0.0,0,1,0.0,2080,1,0
chrX,AD2,Adrenal gland,101,3533537,3539267,False,0.0,6200,1,0.0,1286,1,0
chrX,AD2,Adrenal gland,102,3539268,3544333,False,0.0,11931,1,0.0,7017,1,0
chrX,AD2,Adrenal gland,104,3549812,3555496,False,0.0,22475,1,0.0,17361,1,0
chrX,AD2,Adrenal gland,105,3555497,3562137,False,0.0,28160,1,0.0,10720,1,0
chrX,AD2,Adrenal gland,106,3562138,3569097,False,0.0,34801,1,0.0,3760,1,0
chrX,AD2,Adrenal gland,107,3573438,3578767,False,0.0,39281,1,0.0,477,1,0
chrX,AD2,Adrenal gland,108,3578768,3584056,True,0.0,33992,1,0.0,5807,1,0
chrX,AD2,Adrenal gland,109,3584057,3587305,False,0.0,30743,1,0.0,11096,1,0
chrX,AD2,Adrenal gland,113,3597631,3603075,False,0.0,14973,1,1.30613,1265,1,0
chrX,AD2,Adrenal gland,114,3603076,3608962,True,0.0,9086,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,115,3608963,3615207,False,0.0,2841,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,117,3618852,3623305,True,0.0,801,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,118,3623306,3633477,False,0.0,5255,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,120,3645811,3662101,True,0.0,4830,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,122,3676904,3681936,True,0.0,26028,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,123,3681937,3685245,False,0.0,22719,1,1.30613,0,1,0
chrX,AD2,Adrenal gland,127,3703276,3718283,True,0.0,0,8,1.30613,0,1,0
chrX,AD2,Adrenal gland,131,3728880,3732062,False,0.0,15223,1,0.0,11280,1,0
chrX,AD2,Adrenal gland,133,3735698,3741161,False,0.0,6804,1,0.0,18098,1,0
chrX,AD2,Adrenal gland,138,3764401,3773735,True,0.0,16425,1,0.0,46801,1,0
chrX,AD2,Adrenal gland,141,3782974,3786239,False,0.0,28589,1,0.0,65374,1,0
chrX,AD2,Adrenal gland,142,3786240,3790521,False,0.0,24307,1,0.0,68640,1,0
chrX,AD2,Adrenal gland,143,3790522,3794642,False,0.0,20186,1,0.0,72922,1,0
chrX,AD2,Adrenal gland,146,3808809,3813924,False,0.0,904,1,0.0,91209,1,0
chrX,AD2,Adrenal gland,150,3941243,3944327,False,0.0,123733,1,0.0,8729,1,0
chrX,AD2,Adrenal gland,154,3974159,3977231,False,0.0,156649,1,0.0,20598,1,0
chrX,AD2,Adrenal gland,157,4009463,4012606,False,0.0,191953,1,0.0,55902,1,0
chrX,AD2,Adrenal gland,161,4056486,4063303,False,0.0,238976,1,0.0,102925,1,0
chrX,AD2,Adrenal gland,162,4068750,4072285,False,0.0,251240,1,0.0,115189,1,0
chrX,AD2,Adrenal gland,166,4087734,4091899,False,0.0,270224,1,0.0,134173,1,0
chrX,AD2,Adrenal gland,167,4091900,4095313,False,0.0,274390,1,0.0,138339,1,0
chrX,AD2,Adrenal gland,170,4127941,4130987,False,0.0,310431,1,0.0,174380,1,0
chrX,AD2,Adrenal gland,177,4168152,4172502,False,0.0,350642,1,0.0,214591,1,0
chrX,AD2,Adrenal gland,179,4216947,4221461,False,0.0,319798,1,0.0,263386,1,0
chrX,AD2,Adrenal gland,181,4239169,4243509,False,0.0,297750,1,0.0,285608,1,0
chrX,AD2,Adrenal gland,185,4299458,4306855,False,0.0,234404,1,0.0,320345,1,0
chrX,AD2,Adrenal gland,187,4357094,4364034,False,0.0,177225,1,0.0,263166,1,0
chrX,AD2,Adrenal gland,196,4511496,4517530,False,0.0,23729,1,0.0,109670,1,0
chrX,AD2,Adrenal gland,199,4562162,4567320,False,0.0,16389,1,0.0,59880,1,0
chrX,AD2,Adrenal gland,201,4609066,4613126,False,0.0,63293,1,0.0,14074,1,0
chrX,AD2,Adrenal gland,202,4613127,4619228,False,0.0,67354,1,0.0,7972,1,0
chrX,AD2,Adrenal gland,207,4668276,4673041,False,0.0,102252,1,0.0,34704,1,0
chrX,AD2,Adrenal gland,210,4718288,4722914,False,0.0,52379,1,0.0,84716,1,0
chrX,AD2,Adrenal gland,214,4789963,4794571,False,0.0,14655,1,0.0,156391,1,0
chrX,AD2,Adrenal gland,224,4965798,4973758,False,0.0,151732,1,0.0,195160,1,0
chrX,AD2,Adrenal gland,228,5091078,5094933,False,0.0,30557,1,0.0,73985,1,0
chrX,AD2,Adrenal gland,236,5240382,5250145,False,0.0,57006,1,0.016924,55569,1,0
chrX,AD2,Adrenal gland,237,5265311,5271223,False,0.0,35928,1,0.016924,34491,1,0
chrX,AD2,Adrenal gland,243,5593498,5597640,False,0.0,128468,1,0.932519,55778,1,0
chrX,AD2,Adrenal gland,256,5889273,5902064,False,0.0,163072,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,257,5944365,5952224,False,0.0,218164,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,264,6048241,6051934,False,0.0,174460,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,268,6086287,6089508,False,0.0,136886,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,272,6112086,6116362,False,0.0,110032,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,274,6142656,6146946,False,0.0,79448,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,277,6178720,6187567,False,0.0,38827,1,0.204107,0,1,0
chrX,AD2,Adrenal gland,282,6225523,6233093,False,0.0,0,5,0.204107,0,1,0
chrX,AD2,Adrenal gland,286,6256973,6261890,False,0.0,28090,1,0.0,122016,1,0
chrX,AD2,Adrenal gland,287,6261891,6267679,False,0.0,33008,1,0.0,116227,1,0
chrX,AD2,Adrenal gland,291,6302263,6305722,False,0.0,3517,1,0.0,78184,1,0
chrX,AD2,Adrenal gland,295,6331602,6334775,False,0.0,22359,1,0.0,49131,1,0
chrX,AD2,Adrenal gland,308,6529366,6537016,False,0.0,106593,1,0.067594,0,1,0
chrX,AD2,Adrenal gland,309,6544398,6547475,False,0.0,121625,1,0.067594,9280,1,0
chrX,AD2,Adrenal gland,310,6547476,6551706,False,0.0,124703,1,0.067594,12358,1,0
chrX,AD2,Adrenal gland,325,6681266,6685226,False,0.0,247268,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,326,6685227,6691655,False,0.0,240839,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,331,6768844,6772121,False,0.0,160373,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,332,6772122,6776027,False,0.0,156467,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,339,6899924,6906035,False,0.0,26459,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,346,6965831,6973143,False,0.0,33308,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,348,6976210,6979744,False,0.0,43687,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,355,7052456,7056366,False,0.0,21005,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,364,7107483,7111385,False,0.0,0,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,371,7141467,7145663,False,0.0,1573,1,6.41545,0,1,0
chrX,AD2,Adrenal gland,372,7145664,7156750,True,3.63766849640522,0,4,6.41545,0,1,1
chrX,AD2,Adrenal gland,375,7177195,7183835,False,0.0,17277,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,377,7188877,7195592,False,0.0,23601,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,378,7217768,7221896,False,0.0,0,12,3.23567,0,1,0
chrX,AD2,Adrenal gland,379,7221897,7226453,False,0.0,2246,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,382,7241598,7252411,False,0.0,7092,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,384,7263483,7268068,False,0.0,3966,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,385,7273980,7277931,False,0.0,14463,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,387,7290151,7296117,False,0.0,30634,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,389,7318629,7330292,False,0.0,20317,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,400,7393067,7396302,False,0.0,42453,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,404,7408730,7418178,False,0.0,58116,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,408,7444000,7448843,False,0.0,93386,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,409,7448844,7452304,False,0.0,98230,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,417,7524752,7529580,False,0.0,174138,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,420,7556263,7561184,False,0.0,205649,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,423,7571290,7575951,False,0.0,206648,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,425,7598365,7609389,False,0.0,173210,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,426,7618349,7621549,False,0.0,161050,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,432,7652938,7657082,False,0.0,125517,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,435,7678226,7684779,False,0.0,97820,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,436,7684780,7694816,False,0.0,87783,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,438,7718588,7724830,True,0.0,7769,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,439,7735522,7739778,False,0.0,2912,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,440,7739779,7744731,False,0.0,7169,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,441,7751387,7757305,False,0.0,18777,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,443,7764044,7767568,False,0.0,31434,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,444,7767569,7773247,False,0.0,34959,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,448,7785474,7788681,False,0.0,52864,1,3.23567,0,1,0
chrX,AD2,Adrenal gland,454,7833995,7841274,False,0.0,1896,1,0.0,988,1,0
chrX,AD2,Adrenal gland,455,7841275,7849087,True,0.0,0,1,0.0,0,1,0
chrX,AD2,Adrenal gland,459,7871865,7876020,False,0.0,28693,1,0.0,20494,1,0
chrX,AD2,Adrenal gland,461,7880140,7886570,False,0.0,36968,1,0.0,9944,1,0
chrX,AD2,Adrenal gland,466,7924575,7928894,True,21.8260109784313,0,5,12.7577,0,1,0
chrX,AD2,Adrenal gland,472,7965568,7971144,False,3.63766849640522,37837,1,12.7577,37829,1,0
chrX,AD2,Adrenal gland,473,7971145,7974729,False,3.63766849640522,43414,1,12.7577,43406,1,0
chrX,AD2,Adrenal gland,474,7974730,7980146,False,3.63766849640522,46999,1,12.7577,46991,1,0
chrX,AD2,Adrenal gland,477,7991362,7995907,False,0.0,37554,1,12.7577,63623,1,0
chrX,AD2,Adrenal gland,479,8001329,8004758,False,0.0,28703,1,12.7577,73590,1,0
chrX,AD2,Adrenal gland,482,8012909,8015914,True,0.0,17547,1,12.7577,85170,1,0
chrX,AD2,Adrenal gland,483,8015915,8020126,False,0.0,13335,1,12.7577,88176,1,0
chrX,AD2,Adrenal gland,489,8042224,8049744,True,0.0,8743,1,0.0,77221,1,0
chrX,AD2,Adrenal gland,490,8059031,8063508,False,0.0,25550,1,0.0,63457,1,0
chrX,AD2,Adrenal gland,492,8083854,8087255,False,0.0,35139,1,0.0,39710,1,0
chrX,AD2,Adrenal gland,493,8087256,8090891,False,0.0,31503,1,0.0,36074,1,0
chrX,AD2,Adrenal gland,495,8121626,8126834,False,0.0,0,1,0.0,131,1,0
chrX,AD2,Adrenal gland,498,8142661,8149140,False,0.0,20260,1,0.0,15600,1,0
chrX,AD2,Adrenal gland,500,8165647,8172866,False,0.0,43246,1,0.0,0,1,0
chrX,AD2,Adrenal gland,502,8189237,8194473,False,0.0,66836,1,0.0,17970,1,0
chrX,AD2,Adrenal gland,508,8245473,8250069,False,0.0,123072,1,0.0,74206,1,0
chrX,AD2,Adrenal gland,510,8253551,8263836,False,0.0,131150,1,0.0,82284,1,0
chrX,AD2,Adrenal gland,517,8311603,8317775,False,0.0,186654,1,0.0,140336,1,0
chrX,AD2,Adrenal gland,518,8317776,8323555,False,0.0,180874,1,0.119303,141275,1,0
chrX,AD2,Adrenal gland,524,8360675,8369860,False,0.0,134569,1,0.119303,94970,1,0
chrX,AD2,Adrenal gland,529,8414322,8417959,False,0.0,86470,1,0.119303,46871,1,0
chrX,AD2,Adrenal gland,531,8422750,8428137,False,0.0,76292,1,0.119303,36693,1,0
chrX,AD2,Adrenal gland,533,8437872,8446266,False,0.0,58163,1,0.119303,18564,1,0
chrX,AD2,Adrenal gland,535,8453102,8459499,False,0.0,44930,1,0.119303,5331,1,0
chrX,AD2,Adrenal gland,537,8463156,8478420,False,0.0,26009,1,0.119303,0,1,0
chrX,AD2,Adrenal gland,545,8534084,8537765,False,0.0,29515,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,548,8557973,8567012,False,0.0,53404,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,551,8588056,8592761,False,0.0,83487,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,553,8613306,8617195,False,0.0,108737,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,558,8643174,8648262,False,0.0,83855,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,562,8676678,8680019,False,0.0,52098,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,563,8680020,8685053,False,0.0,47064,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,564,8689274,8695639,False,0.0,36478,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,566,8700681,8704789,False,0.0,27328,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,567,8704790,8710360,False,0.0,21757,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,568,8721940,8729480,False,0.0,2637,1,0.37493,0,1,0
chrX,AD2,Adrenal gland,569,8729481,8738246,True,0.0,0,2,0.37493,0,1,0
chrX,AD2,Adrenal gland,570,8738247,8742923,False,0.0,6076,1,0.37493,6110,1,0
chrX,AD2,Adrenal gland,572,8747680,8751785,False,0.0,15509,1,0.37493,15543,1,0
chrX,AD2,Adrenal gland,577,8771121,8774286,False,0.0,38950,1,0.0,9228,1,0
chrX,AD2,Adrenal gland,578,8774287,8778924,False,0.0,42116,1,0.0,4590,1,0
chrX,AD2,Adrenal gland,580,8797895,8806148,True,0.0,65724,1,0.0,0,1,0
chrX,AD2,Adrenal gland,581,8806149,8809816,False,0.0,73978,1,0.0,4766,1,0
chrX,AD2,Adrenal gland,583,8815001,8827939,False,0.0,82830,1,0.0,13618,1,0
chrX,AD2,Adrenal gland,585,8840597,8845058,False,0.0,108426,1,0.0,11607,1,0
chrX,AD2,Adrenal gland,586,8845059,8849977,False,0.0,112888,1,0.0,6688,1,0
chrX,AD2,Adrenal gland,589,8858125,8865055,False,0.0,125954,1,0.0,0,1,0
chrX,AD2,Adrenal gland,591,8871500,8876820,False,0.0,139329,1,0.0,3899,1,0
chrX,AD2,Adrenal gland,595,8895692,8903283,False,0.0,163521,1,0.0,28091,1,0
chrX,AD2,Adrenal gland,597,8911656,8918296,False,0.0,179485,1,0.0,44055,1,0
chrX,AD2,Adrenal gland,599,8921635,8928202,False,0.0,189464,1,0.0,52223,1,0
chrX,AD2,Adrenal gland,603,8948499,8952466,False,0.0,216328,1,0.0,27959,1,0
chrX,AD2,Adrenal gland,604,8952467,8956275,False,0.0,220296,1,0.0,24150,1,0
chrX,AD2,Adrenal gland,605,8956276,8961724,False,0.0,224105,1,0.0,18701,1,0
chrX,AD2,Adrenal gland,606,8961725,8968093,False,0.0,229082,1,0.0,12332,1,0
chrX,AD2,Adrenal gland,609,8978020,8982447,False,0.0,214728,1,0.0,0,1,0
chrX,AD2,Adrenal gland,610,8982448,8986603,False,0.0,210572,1,0.0,0,1,0
chrX,AD2,Adrenal gland,611,8986604,8990755,False,0.0,206420,1,0.0,4099,1,0
chrX,AD2,Adrenal gland,612,8990756,8994712,False,0.0,202463,1,0.0,8251,1,0
chrX,AD2,Adrenal gland,614,9005745,9009061,False,0.0,188114,1,0.00825655,15171,1,0
chrX,AD2,Adrenal gland,615,9009062,9012965,False,0.0,184210,1,0.00825655,11267,1,0
chrX,AD2,Adrenal gland,617,9029338,9037121,False,0.0,160054,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,619,9044875,9048231,False,0.0,148944,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,620,9048232,9054797,False,0.0,142378,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,621,9058173,9064304,True,0.0,132871,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,622,9064305,9069729,False,0.0,127446,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,624,9092379,9095661,False,0.0,101514,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,625,9095662,9098941,False,0.0,98234,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,628,9107983,9112807,True,0.0,84368,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,630,9116704,9124053,False,0.0,73122,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,633,9133219,9140640,False,0.0,56535,1,0.00825655,0,2,0
chrX,AD2,Adrenal gland,636,9155245,9170375,False,0.0,26800,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,639,9182637,9186615,False,0.0,10560,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,642,9193313,9198327,False,0.0,0,2,0.00825655,0,1,0
chrX,AD2,Adrenal gland,643,9198328,9205768,False,0.0,1128,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,645,9210731,9214974,False,0.0,13531,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,646,9222123,9225535,False,0.0,24357,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,647,9225536,9230895,False,0.0,18997,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,651,9255926,9265147,False,0.0,6003,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,653,9277483,9284295,True,0.0,27560,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,654,9288131,9291248,False,0.0,38208,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,655,9291249,9299975,False,0.0,41326,1,0.00825655,0,1,0
chrX,AD2,Adrenal gland,658,9312384,9321906,False,0.0,62461,1,0.0,37178,1,0
chrX,AD2,Adrenal gland,661,9331585,9335253,False,0.0,81662,1,0.0,56379,1,0
chrX,AD2,Adrenal gland,662,9335254,9338279,False,0.0,85331,1,0.0,60048,1,0
chrX,AD2,Adrenal gland,663,9338280,9343787,False,0.0,88357,1,0.0,58964,1,0
chrX,AD2,Adrenal gland,665,9348256,9352901,False,0.0,91781,1,0.0,49850,1,0
chrX,AD2,Adrenal gland,666,9352902,9357432,False,0.0,87250,1,0.0,45319,1,0
chrX,AD2,Adrenal gland,667,9357433,9362681,False,0.0,82001,1,0.0,40070,1,0
chrX,AD2,Adrenal gland,668,9362682,9368286,False,0.0,76396,1,0.0,34465,1,0
chrX,AD2,Adrenal gland,669,9368287,9372269,False,0.0,72413,1,0.0,30482,1,0
chrX,AD2,Adrenal gland,670,9372270,9376548,False,0.0,68134,1,0.0,26203,1,0
chrX,AD2,Adrenal gland,671,9376549,9383858,False,0.0,60824,1,0.0,18893,1,0
chrX,AD2,Adrenal gland,674,9400276,9403501,False,0.0,41181,1,0.0,0,1,0
chrX,AD2,Adrenal gland,675,9403502,9407063,False,0.0,37619,1,0.0,0,4,0
chrX,AD2,Adrenal gland,677,9413867,9418957,False,0.0,25725,1,0.0,0,1,0
chrX,AD2,Adrenal gland,678,9418958,9425717,False,0.0,18965,1,0.0,4389,1,0
chrX,AD2,Adrenal gland,680,9435927,9441401,False,0.0,3281,1,0.0,21358,1,0
chrX,AD2,Adrenal gland,682,9455234,9469161,True,3.63766849640522,0,6,11.5171,0,1,0
chrX,AD2,Adrenal gland,686,9481374,9485509,False,3.63766849640522,16096,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,687,9493193,9498603,False,3.63766849640522,27915,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,688,9503068,9511008,False,0.0,23899,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,690,9519322,9528558,True,0.0,6349,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,691,9528559,9536651,False,0.0,0,2,11.5171,0,1,0
chrX,AD2,Adrenal gland,697,9561545,9565392,False,0.0,1049,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,700,9580615,9589200,False,0.0,20119,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,707,9620146,9625930,False,0.0,51689,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,709,9629798,9633911,False,0.0,43708,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,713,9651222,9656082,False,0.0,21537,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,714,9656083,9661992,False,0.0,15627,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,715,9661993,9666747,False,0.0,10872,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,719,9682013,9689165,True,0.0,4387,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,721,9702873,9711445,False,0.0,5227,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,722,9711446,9717279,False,0.0,0,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,724,9721056,9724245,False,0.0,2195,1,11.5171,0,1,0
chrX,AD2,Adrenal gland,728,9747311,9758001,False,0.0,301,1,0.911241,0,1,0
chrX,AD2,Adrenal gland,732,9783760,9789412,True,7.27533699281044,0,4,1.73411,0,2,0
chrX,AD2,Adrenal gland,736,9827466,9832920,False,0.0,8364,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,739,9853963,9861208,False,0.0,17436,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,740,9869712,9872714,False,0.0,5930,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,741,9872715,9876754,False,0.0,1890,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,742,9876755,9879982,False,0.0,0,2,1.73411,0,1,0
chrX,AD2,Adrenal gland,743,9879983,9885604,False,0.0,1212,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,744,9885605,9889771,False,0.0,1220,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,745,9889772,9895317,False,0.0,0,1,1.73411,0,1,0
chrX,AD2,Adrenal gland,746,9895318,9900733,False,0.0,0,2,1.73411,0,1,0
chrX,AD2,Adrenal gland,754,9957965,9979765,True,0.0,24298,1,0.0,0,1,0
chrX,AD2,Adrenal gland,755,9979766,9985316,False,0.0,18747,1,0.0,11414,1,0
chrX,AD2,Adrenal gland,759,10001096,10004454,False,0.0,0,1,19.6861,10800,1,0
chrX,AD2,Adrenal gland,761,10007955,10021721,True,18.1883424820261,0,1,19.6861,0,1,1
chrX,AD2,Adrenal gland,763,10025062,10033452,False,0.0,7144,1,19.6861,0,2,0
chrX,AD2,Adrenal gland,767,10050624,10053796,False,0.0,10021,1,19.6861,0,1,0
chrX,AD2,Adrenal gland,771,10078880,10083065,False,0.0,15321,1,19.6861,0,1,0
chrX,AD2,Adrenal gland,772,10083066,10088895,False,0.0,9491,1,19.6861,0,1,0
chrX,AD2,Adrenal gland,773,10088896,10093989,True,0.0,4397,1,19.6861,0,1,0
chrX,AD2,Adrenal gland,774,10093990,10098919,False,0.0,0,1,19.6861,0,1,0
